<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Bevölkerungsstand und Bevölkerungsbewegung";;;;;;;;;;
;Einheit;  2017  ;  2018  ;  2019  ;2. Vj 20;3. Vj 20;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 
Früheres Bundesgebiet*;;;;;;;;;;
Verhältniszahlen1;;;;;;;;;;
Bevölkerungsstand1, 2 ;;;;;;;;;;
dar.: Ausländer/-innen ;% der Bevölkerung;12.722425;13.200000;13.500000;13.600000;13.700000;13.700000;13.700000;13.700000;13.800000
Wanderungen2, 3, 4;;;;;;;;;;
Zuzüge;;;;;;;;;;
dar.: Ausländer/-innen ;% aller Zuzüge;89.647142;88.200000;86.798533;79.885571;83.960852;83.375733;85.870483;86.892262;86.100000
Fortzüge;;;;;;;;;;
dar.: Ausländer/-innen ;% aller Fortzüge;78.882028;78.500000;78.637465;77.343341;76.545215;76.081264;76.204251;77.954854;77.900000
;;;;;;;;;;
;;  2017  ;  2018  ;  2019  ;2. Vj 20;3. Vj 20;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 
Natürliche Bevölkerungsbewegung4, 5;;;;;;;;;;
Eheschließungen ;je 1 000 Einwohner/-innen;5.000000;5.500000;5.100000;4.300000;6.600000;7.000000;6.500000;6.300000;3.100000
Ehescheidungen6, 7 ...........................................................................................................;je 10 000 Einwohner/-innen;18.800000;18.200000;18.200000;-;-;-;-;-;-
Lebendgeborene ;je 1 000 Einwohner/-innen;9.600000;9.600000;9.600000;9.500000;10.300000;10.200000;10.500000;9.800000;9.000000
dar.: Ausländer/-innen ;% aller Lebendgeb.;13.100000;13.900000;14.200000;14.600000;13.900000;14.000000;14.400000;14.800000;15.100000
Zusammengefasste ;;;;;;;;;;
Geburtenziffer8 ...........................................................................................................; ;1577;1578;1557;-;-;-;-;-;-
Nichtehelich Lebendgeborene9 ...........................................................................................................;% aller Lebendgeb.;29.901836;29.300000;28.900000;28.100000;28.800000;28.700000;29.400000;29.300000;29.800000
Gestorbene10 ...........................................................................................................;je 1 000 Einwohner/-innen;10.900000;11.200000;11.000000;10.900000;10.500000;10.900000;10.600000;10.900000;12.000000
Gestorbene im 1. Lebensjahr ;% aller Lebendgeb.;0.338484;0.300000;0.300000;0.300000;0.300000;0.300000;0.300000;0.300000;0.300000
Veränderungen gegenüber dem entsprechenden Zeitraum des Vorjahres in %;;;;;;;;;;
;;  2017  ;  2018  ;  2019  ;2. Vj 20;3. Vj 20;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 
Bevölkerungsstand1, 2 ...........................................................................................................;%;0.365801;0.322629;0.215495;9.8676833371E-2;8.5127990680999993E-2;0.109095;8.3633268119000001E-2;8.0616266571000003E-2;7.9124553991000005E-2
dar.: Ausländer/-innen ;%;4.631476;3.974834;2.837362;1.96868;1.818383;2.006018;1.818383;1.755742;1.775278
Wanderungen2, 3, 4 ;;;;;;;;;;
Zuzüge ;%;-16.557601;0.825127;-1.769973;-44.977409;-18.155576;-12.197563;-22.534443;-11.210563;-10.89043
dar.: Ausländer/-innen ;%;-19.029659;-0.855725;-3.278876;-49.668028;-21.135441;-15.187305;-25.841722;-13.679992;-11.856899
Fortzüge ;%;-17.148058;4.438114;2.675614;-35.326295;-23.093773;-23.001669;-19.990494;-12.94485;-18.938102
dar.: Ausländer/-innen ;%;-18.651475;3.926184;2.861485;-36.450419;-24.081017;-23.945224;-21.586137;-12.889741;-19.436575
;;;;;;;;;;
;;;;;;;;;;
Natürliche Bevölkerungsbewegung11;;  2017  ;  2018  ;  2019  ;2. Vj 20;3. Vj 20;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 
Eheschließungen ;%;-0.489347;10.138775;-6.916119;-;-;-;-;-;-
Ehescheidungen6, 7 ...........................................................................................................;%;-5.68039;-3.191095;0.480284;-;-;-;-;-;-
Lebendgeborene ;%;-0.569638;0.809079;-0.745413;-;-;-;-;-;-
Gestorbene10 ...........................................................................................................;%;0.953406;7.43657;1.238231;-;-;-;-;-;-
Neue Länder**;;;;;;;;;;
Absolute Zahlen ;;;;;;;;;;
;;  2017  ;  2018  ;  2019  ;2. Vj 20;3. Vj 20;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 
Bevölkerungsstand1, 2 ...........................................................................................................;1 000;12570.753;12551;12530;12510;12512;12511;12512;12516;12512
dar.: Ausländer/-innen ;1 000;566.955;603;631;637;645;641;645;650;652
Wanderungen2, 3, 4;;;;;;;;;;
Zuzüge ;Anzahl;139662;150316;151781;19791;36214;12241;12908;13992;9698
dar.: Ausländer/-innen ;Anzahl;122423;125973;126029;14726;29640;9904;10905;11871;7968
Fortzüge ;Anzahl;104884;114711;117302;18999;26540;8958;9207;8319;7026
dar.: Ausländer/-innen ;Anzahl;76879;84310;87031;13610;18961;6403;6659;5986;5145
Überschuss der Zu- (+) bzw. ;;;;;;;;;;
Fortzüge (-) ;Anzahl;34778;35605;34479;792;9674;3283;3701;5673;2672
dar.: Ausländer/-innen ;Anzahl;45544;41663;38998;1116;10679;3501;4246;5885;2823
;;;;;;;;;;
;;;;;;;;;;
1 Ergebnisse auf Grundlage des Zensus 2011. – 2 Die Ergebnisse ab Berichtsjahr 2016 sind aufgrund methodischer Änderungen und technischer Weiterentwicklungen nur bedingt mit den Vor- ;;;;;;;;;;
jahren vergleichbar. Ausführliche Erläuterungen dazu finden Sie auf der Internetseite der Wanderungen <https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/;;;;;;;;;;
"Wanderungen/_inhalt.html#sprg250326>. – 3 Einschließlich Herkunfts-/Zielgebiet ""ungeklärt"" und ""ohne Angabe"". – 4 Monats- und Vierteljahreszahlen vorläufig. – 5 Daten zu den Geburten ";;;;;;;;;;
und Sterbefällen 2017 ohne Angaben zum unbestimmten Geschlecht. – 6 Früheres Bundesgebiet und Berlin. – 7 2019: Einschließlich Scheidungen gleichgeschlechtlicher Ehen. – 8 Summe ;;;;;;;;;;
der altersspezifischen Geburtenziffern. Sie gibt an, wie viele Kinder 1 000 Frauen im Laufe ihres Lebens zur Welt bringen würden, wenn die gegenwärtigen Geburtenverhältnisse konstant ;;;;;;;;;;
blieben. – 9 Kinder nicht miteinander verheirateter Eltern. – 10 Ohne Totgeborene. – 11 Aufgrund eines neuen Auswertungssystems ist ab 2016 kein Vergleich zum Vorjahreszeitraum möglich.;;;;;;;;;;

* Ergebnisse ohne Berlin-West. – ** Ergebnisse ohne Berlin-Ost.;;;;;;;;;;
