<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Grundzahlen";;;;;;;;;;
;Einheit;1.-4. Vj 17;1.-2. Vj 18;1.-3. Vj 18;1.-4. Vj 18;1.-2. Vj 19;1.-3. Vj 19;1.-4. Vj 19;1.-2. Vj 20;1.-3. Vj 20
;;;;;;;;;;
Finanzen und Steuern;;;;;;;;;;
;;;;;;;;;;
Öffentlicher Gesamthaushalt;;;;;;;;;;
;;;;;;;;;;
Finanzierungssaldo1, 2;;;;;;;;;;
Öffentlicher Gesamthaushalt ;Mill. EUR;61897;26767;32124;53639;10923;18796;45182;-87991;-157122
Bund ;Mill. EUR;30633;10421;7609;12465;-224;3613;14814;-43847;-93515
Länder3 ...............................................................;Mill. EUR;12115;17071;22373;20238;12102;17324;16595;-16696;-17378
Gemeinden/Gemeindeverbände3 ..................................................................................  ;Mill. EUR;10700;773;2462;9779;-278;-402;5625;-9731;-14864
Sozialversicherung ;Mill. EUR;8448;-1498;-319;11157;-676;-1740;8148;-17716;-31366
;;;;;;;;;;
in den Ländern4;;;;;;;;;;
Baden-Württemberg ;Mill. EUR;1369;2555;2573;4403;1871;2118;3942;-4835;-4972
Bayern ;Mill. EUR;5612;2709;3914;6545;1324;1494;945;-5025;-6328
Brandenburg ;Mill. EUR;996;368;765;1078;105;219;-597;-605;-837
Hessen ;Mill. EUR;1549;54;313;1589;1432;1271;1834;-3037;-3054
Mecklenburg-Vorpommern ;Mill. EUR;1098;485;901;824;395;375;206;-330;-126
Niedersachsen ;Mill. EUR;2145;2366;3701;3791;2005;2587;3380;-1831;-1738
Nordrhein-Westfalen ;Mill. EUR;2713;2855;2175;5122;1066;2617;6808;-4452;-7952
Rheinland-Pfalz ;Mill. EUR;1516;471;660;1453;609;753;1558;-921;-2192
Saarland ;Mill. EUR;46;-169;196;296;-111;318;240;-429;35
Sachsen ;Mill. EUR;1099;2118;2866;2761;439;1000;831;-2060;-2246
Sachsen-Anhalt ;Mill. EUR;714;224;666;803;484;757;521;-390;-373
Schleswig-Holstein ;Mill. EUR;416;103;425;-1638;-475;-43;79;-972;-1042
Thüringen ;Mill. EUR;1307;752;1244;1105;700;1035;835;13;40
Berlin ;Mill. EUR;2433;1395;2552;2304;1032;1768;1170;-759;-721
Bremen ;Mill. EUR;104;61;414;183;-51;294;215;-433;-10
Hamburg ;Mill. EUR;-302;1496;1473;-604;996;359;252;-361;-726
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1 Ergebnisse der vierteljährlichen Kassenstatistik (Kern- und Extrahaushalte). 2014 und 2015 revidierte Ergebnisse. – 2 Differenz zwischen Ausgaben und Einnahmen einschließlich ;;;;;;;;;;
"Saldo der haushaltstechnischen Verrechnungen; nicht identisch mit dem Staatsdefizit nach den Volkswirtschaftlichen Gesamtrechnungen. – 3 Einschließlich gemeinsamer Extrahaus- ";;;;;;;;;;
halte. – 4 Staatliche und kommunale Ebene.;;;;;;;;;;
