<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Veränderungen in %";;;;;;;;;;
;Vergleich;;;;;;;;;
;  2019  ;  2020  ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
;gegenüber Vorjahr;;gegenüber Vorjahresmonat;;;;gegenüber Vormonat;;;
;;;;;;;;;;
Produzierendes Gewerbe;;;;;;;;;;
;;;;;;;;;;
Produktionsindex für das Produzierende Gewerbe1;;;;;;;;;;
;;;;;;;;;;
Produzierendes Gewerbe ;-3.314394;-7.443683;-2.343018;0;4.984093;-10.25641;3.066271;2.399232;-7.216495;-15.151515
Energieversorgung ;-6.445116;-6.996771;0.736842;-4.141414;-2.639594;-4.637681;16.565164;-0.835946;1.053741;2.919708
;;;;;;;;;;
;  2019  ;  2020  ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
;gegenüber Vorjahr;;gegenüber Vorjahresmonat;;;;gegenüber Vormonat;;;
;;;;;;;;;;
Energie- und Wasserversorgung2;;;;;;;;;;
Betriebe3 ........................................................................................................;-0.70922;-2.689076;-2.821053;-3.156566;-3.789474;1.583226;-4.3308791685E-2;-0.303293;-0.69535;3.894967
Beschäftigte3 ........................................................................................................;1.020289;3.071551;3.055776;2.750928;2.419918;-1.025749;-0.421211;8.1683994156E-2;-0.602359;-2.395124
Geleistete Arbeitsstunden ;0.755703;3.890756;4.316457;4.97693;7.213656;-7.100574;0.826595;1.740997;-14.425105;8.546482
Bezahlte Entgelte ;3.534409;4.513318;3.030484;5.074855;7.853587;-0.709899;8.681551;52.043118;-35.3703;-9.109092
;;;;;;;;;;
Elektrizitätserzeugung der Elektrizitätsversorgungsunternehmen ;-13.948105;...;-6.042151;-9.801336;10.897457;...;6.417385;9.626018;2.978565;...
;;;;;;;;;;
;  2019  ;  2020  ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
;gegenüber Vorjahr;;gegenüber Vorjahresmonat;;;;gegenüber Vormonat;;;
;;;;;;;;;;
Verarbeitendes Gewerbe sowie Bergbau und Gewinnung von ;;;;;;;;;;
Steinen und Erden4;;;;;;;;;;
Tätige Personen3 ........................................................................................................;0.676455;-2.266848;-2.908454;-2.831502;-2.741784;-2.876118;-0.225505;-0.143408;-0.403025;-0.729769
Vorleistungsgüterproduzenten ;0.23199;-2.373347;-2.989126;-2.829546;-2.733303;-3.14921;-0.322543;-0.19325;-0.387005;-0.750378
