<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Grundzahlen";;;;;;;;;;
;Einheit;4. Vj 18;1. Vj 19;2. Vj 19;3. Vj 19;4. Vj 19;1. Vj 20;2. Vj 20;3. Vj 20;4. Vj 20
;;;;;;;;;;
Finanzen und Steuern;;;;;;;;;;
;;;;;;;;;;
noch: Öffentlicher Gesamthaushalt1;;;;;;;;;;
;;;;;;;;;;
Wertpapierschulden und Kredite beim ;;;;;;;;;;
nicht-öffentlichen Bereich2;;;;;;;;;;
Öffentlicher Gesamthaushalt ;Mill. EUR;1849228;1866128;1856340;1861313;1837853;1872615;1995448;2089108;2079268
Bund ;Mill. EUR;1192267;1196680;1193768;1194738;1177008;1198437;1298895;1383794;1367752
Länder ;Mill. EUR;562384;573736;567658;571522;562943;577494;599414;607488;610532
Gemeinden/Gemeindeverbände ;Mill. EUR;94179;95589;94790;94929;97778;96562;97086;97775;100931
Sozialversicherung3 ..................................................................................  ;Mill. EUR;399;124;124;123;123;123;52;52;52
;;;;;;;;;;
in den Ländern und Gemeinden/;;;;;;;;;;
Gemeindeverbänden zusammen;;;;;;;;;;
Baden-Württemberg ;Mill. EUR;51244;50842;50981;51599;51674;51418;52644;55548;56685
Bayern ;Mill. EUR;27120;26293;25756;25742;25332;27610;29000;28652;31314
Brandenburg ;Mill. EUR;17176;17310;17214;17329;17788;17667;18764;18751;19305
Hessen ;Mill. EUR;51835;52334;51494;52970;53205;55460;57266;57445;59101
Mecklenburg-Vorpommern ;Mill. EUR;8923;8990;8968;9110;8874;8928;9663;9829;9761
Niedersachsen ;Mill. EUR;69655;71136;72487;71703;69349;69440;71854;74060;76563
Nordrhein-Westfalen ;Mill. EUR;193412;204487;199826;200382;198535;205240;213425;213956;207275
Rheinland-Pfalz ;Mill. EUR;37133;37795;36929;36464;36483;35115;35495;36334;37201
Saarland ;Mill. EUR;15191;15346;15233;15499;15507;15191;15904;15753;16131
Sachsen ;Mill. EUR;4144;4085;4007;3791;3685;3425;4141;5022;6587
Sachsen-Anhalt ;Mill. EUR;20400;21314;21819;22029;20874;22816;22528;21866;21783
Schleswig-Holstein ;Mill. EUR;34237;34417;33850;34336;34288;34298;35344;35346;35913
Thüringen ;Mill. EUR;16814;16763;16717;16982;16736;16799;17424;17508;17056
Berlin ;Mill. EUR;54404;53911;53523;53962;53959;55222;57175;58040;59724
Bremen ;Mill. EUR;20653;21380;21074;21382;21071;22146;21085;21804;21734
Hamburg ;Mill. EUR;34224;32924;32572;33170;33363;33283;34788;35349;35330
;;;;;;;;;;
Öffentlicher Gesamthaushalt ;EUR je Einw.4;22310;22514;22396;22456;22124;22542;24021;25133;25015
Bund ;EUR je Einw.4;14384;14437;14402;14414;14169;14426;15636;16647;16455
Länder ;EUR je Einw.4;6785;6922;6849;6895;6776;6951;7215;7309;7345
Gemeinden/Gemeindeverbände ;EUR je Einw.4;1227;1246;1236;1237;1272;1256;1262;1270;1312
Sozialversicherung3 ..................................................................................  ;EUR je Einw.4;5;1;1;1;1;1;1;1;1
;;;;;;;;;;
in den Ländern und Gemeinden/;;;;;;;;;;
Gemeindeverbänden zusammen;;;;;;;;;;
Baden-Württemberg ;EUR je Einw.4;4637;4601;4614;4669;4661;4638;4749;5003;5106
Bayern ;EUR je Einw.4;2080;2017;1976;1975;1934;2108;2214;2183;2386
Brandenburg ;EUR je Einw.4;6852;6906;6868;6913;7070;7021;7457;7426;7646
Hessen ;EUR je Einw.4;8293;8373;8239;8474;8478;8838;9125;9134;9398
Mecklenburg-Vorpommern ;EUR je Einw.4;5544;5585;5571;5660;5515;5549;6005;6108;6066
Niedersachsen ;EUR je Einw.4;8730;8916;9085;8986;8679;8690;8992;9262;9575
Nordrhein-Westfalen ;EUR je Einw.4;10797;11415;11154;11186;11073;11447;11903;11931;11559
Rheinland-Pfalz ;EUR je Einw.4;9105;9268;9056;8941;8921;8586;8680;8878;9090
Saarland ;EUR je Einw.4;15310;15466;15352;15621;15691;15371;16092;15995;16380
Sachsen ;EUR je Einw.4;1017;1002;983;930;905;842;1017;1236;1621
Sachsen-Anhalt ;EUR je Einw.4;9215;9627;9856;9950;9488;10369;10239;9999;9961
Schleswig-Holstein ;EUR je Einw.4;11834;11897;11701;11869;11824;11827;12189;12162;12356
Thüringen ;EUR je Einw.4;7837;7813;7791;7915;7831;7861;8153;8237;8024
Berlin ;EUR je Einw.4;15008;14872;14765;14886;14773;15119;15653;15847;16307
Bremen ;EUR je Einw.4;30345;31414;30965;31416;30843;32416;30864;32088;31984
Hamburg ;EUR je Einw.4;18658;17950;17758;18084;18101;18056;18874;19157;19147
;;;;;;;;;;
;;;;;;;;;;
1 Vorläufige Ergebnisse aus der vierteljährlichen Schuldenstatistik für Kern- und Extrahaushalte. – 2 Der nicht-öffentliche Bereich umfasst dabei Kredite bei Kreditinstituten sowie beim ;;;;;;;;;;
sonstigen inländischen und ausländischen Bereich. – 3 Angaben zum Kernhaushalt geschätzt auf Grundlage des am aktuellsten vorliegenden Stand der jährlichen Schuldenstatistik. – ;;;;;;;;;;
4 Berechnet mit den Ergebnissen der Bevölkerungsfortschreibung jeweils zum 30.06. auf Grundlage des Zensus 2011, für das 1. und 2. Quartal 2017 Einwohner mit Stand zum ;;;;;;;;;;
31.12.2015,  3. und 4. Quartal 2017 zum Stand 30.06.2016, 1. bis 3. Quartal 2018 zum Stand 30.06.2017, 4. Quartal 2018 und 1. Quartal 2019 zum Stand 30.06.2018.;;;;;;;;;;
