<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Grundzahlen";;;;;;;;;;
;Einheit;  2018  ;  2019  ;  2020  ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Feb. 21 
;;;;;;;;;;
Arbeitsmarkt;;;;;;;;;;
Erwerbsstatus1;;;;;;;;;;
;;;;;;;;;;
Erwerbstätige im Inland2 ...............................................................................;1 000;44868;45269;44782;44786;44861;44835;44678;44357;44350
Erwerbstätige Inländer3 ........................................................................................................;1 000;44727;45123;44676;44655;44741;44744;44596;44290;44283
Erwerbslose ;Mill.;1.468;1.374;1.846;1.94;1.93;1.94;1.95;2.04;2.04
Erwerbspersonen4 insgesamt .............................................................................................;Mill.;46.195;46.497;46.522;44.2;44.32;44.28;44.24;44.32;44.17
Saisonbereinigte Ergebnisse;;;;;;;;;;
Erwerbstätige im Inland2 ...............................................................................;Mill.;44.87;45.269;44.784;44.586;44.603;44.575;44.585;44.598;44.585
Erwerbstätige Inländer3 ........................................................................................................;Mill.;44.728;45.124;44.678;44.493;44.502;44.467;44.469;44.479;44.453
Erwerbslose5 .......................................................................................................;Mill.;1.471;1.371;1.854;1.99;2.03;2.06;2.09;2.12;2.14
Männer ;Mill.;0.882;0.819;1.01;1.05;1.06;1.07;1.08;1.09;1.1
Frauen ;Mill.;0.59;0.553;0.844;0.94;0.96;0.99;1.01;1.02;1.04
Personen unter 25 Jahren ;Mill.;0.263;0.248;0.264;0.27;0.28;0.28;0.28;0.29;0.29
Personen 25 Jahre und älter ;Mill.;1.209;1.123;1.591;1.71;1.75;1.78;1.81;1.83;1.85
Erwerbslosenquote5, 6 .................................................................... ;%;3.4;3.1;4.2;4.5;4.6;4.7;4.7;4.8;4.9
Männer ;%;3.8;3.5;4.3;4.4;4.5;4.5;4.6;4.6;4.7
Frauen ;%;2.9;2.7;4.1;4.6;4.7;4.8;4.9;5;5.1
Personen unter 25 Jahren ;%;6.2;5.7;6.1;6.4;6.5;6.6;6.7;6.7;6.8
Personen 25 Jahre und älter ;%;3.1;2.9;4;4.3;4.4;4.5;4.5;4.6;4.7
Auswertungen aus der Beschäftigungsstatistik der ;;;;;;;;;;
Bundesagentur für Arbeit:;;;;;;;;;;
;;;;;;;;;;
;;  2017  ;  2018  ;  2019  ;31.03.19;30.06.19;30.09.19;31.12.19;31.03.20;30.06.20
;;;;;;;;;;
;;;;;;;;;;
Sozialversicherungspflichtig Beschäftigte7,8 am Arbeitsort ........................................................................................................;1 000;32263.81025;32975.069;33536.1905;33286.173;33407.262;33938.159;33740.124;33648.183;33322.952
Frauen ;1 000;14956.24225;15246.027;15497.593625;15392.814;15419.171;15654.836;15639.776;15590.787;15428.834
Ausländer/-innen ;1 000;3459.022;3825.061;4135.26625;4042.276;4153.014;4260.341;4217.256;4276.04;4235.911
Teilzeitbeschäftigte9 ........................................................................................................;1 000;8932.834875;9256.776;9558.3775;9439.965;9547.342;9673.671;9730.426;9730.803;9628.137
dar.: Frauen ;1 000;7071.50625;7287.234;7488.067125;7417.863;7469.185;7560.819;7605.989;7603.284;7528.269
Sozialversicherungspflichtig Beschäftigte nach;;;;;;;;;;
ausgewählten Wirtschaftsabschnitten8, 10;;;;;;;;;;
Land- und Forstwirtschaft, Fischerei ;1 000;238.797125;240.768;243.621875;239.263;252.701;257.738;225.673;241.974;253.548
Bergbau und Gewinnung von Steinen und Erden ;1 000;68.2225;67.475;65.59575;65.623;65.726;65.858;64.067;63.668;64.118
Verarbeitendes Gewerbe ;1 000;6820.839375;6956.989;7028.276125;7017.97;7002.381;7068.534;7017.336;6936.917;6849.696
Energieversorgung ;1 000;229.1605;231.156;235.760375;233.579;233.962;238.746;239.606;263.856;258.231
;;;;;;;;;;
Wasserversorgung, Entsorgung, Beseitigung von Umweltverschmutzungen ;1 000;243.0925;250.046;257.122375;254.175;256.475;260.798;260.346;260.561;259.743
Baugewerbe ;1 000;1792.945125;1842.288;1896.47525;1870.387;1896.005;1948.784;1892.777;1914.832;1923.543
;;;;;;;;;;
"Handel; Instandhaltung und Reparatur von Kraftfahrzeugen ";1 000;4417.8995;4485.269;4532.736;4503.024;4492.652;4577.398;4581.302;4552.311;4502.309
Verkehr und Lagerei ;1 000;1723.41275;1798.084;1847.8085;1833.834;1837.761;1868.52;1868.85;1865.912;1847.24
Gastgewerbe ;1 000;1045.437125;1068.695;1092.968125;1068.399;1109.106;1119.788;1087.154;1061.784;1026.451
Information und Kommunikation ;1 000;1027.46025;1078.685;1137.26625;1120.793;1135.328;1158.456;1162.375;1171.648;1167.291
Finanz-, Versicherungsdienstleistung ;1 000;982.063;971.807;968.356625;964.648;961.021;975.907;972.775;967.266;961.136
Grundstücks- und Wohnungswesen;1 000;257.47375;266.269;276.477;274.274;276.89;278.975;280.414;283.311;282.661
;;;;;;;;;;
Freiberufliche wissenschaftliche und technische Dienstleistungen ;1 000;2146.3105;2232.224;2303.156375;2285.994;2296.237;2332.896;2323.63;2326.876;2312.481
Sonstige wirtschaftliche Dienstleistungen ;1 000;2349.150875;2368.925;2322.31775;2305.807;2328.623;2356.733;2276.601;2256.229;2188.282
;;;;;;;;;;
Öffentliche Verwaltung, Verteidigung, Sozialversicherung ;1 000;1771.31375;1803.333;1842.889;1823.781;1830.329;1866.915;1872.717;1872.692;1875.111
Erziehung und Unterricht ;1 000;1256.75475;1286.725;1318.11575;1306.064;1305.554;1329.293;1347.389;1343.085;1334.257
Gesundheits- und Sozialwesen ;1 000;4711.7025;4831.875;4954.221875;4916.922;4916.349;5005.229;5044.47;5046.762;5014.033
Kunst, Unterhaltung und Erholung ;1 000;285.115625;292.625;299.559125;294.961;300.572;305.76;300.87;297.648;291.936
