<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Grundzahlen";;;;;;;;;;
;Einheit;  2018  ;  2019  ;  2020  ;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
;;;;;;;;;;
Handel, Gastgewerbe, Tourismus ;;;;;;;;;;
Umsatz in jeweiligen Preisen1;;;;;;;;;;
Großhandel (Gh.)2 ........................................................................................;2015 = 100;110.800000;112.600000;112.200000;104.900000;117.000000;119.700000;117.500000;116.400000;99.800000
darunter:;;;;;;;;;;
Gh. mit Nahrungsmitteln, Genussmittel, Getränken und;;;;;;;;;;
Tabakwaren ;2015 = 100;109.200000;112.000000;113.800000;111.300000;115.600000;117.400000;109.200000;121.000000;95.300000
Gh. mit Gebrauchs- und Verbrauchsgütern ;2015 = 100;110.100000;115.200000;119.500000;111.700000;130.200000;134.000000;134.000000;124.900000;111.300000
Gh. mit Geräten der Informations- und   ;;;;;;;;;;
Kommunikationstechnik ;2015 = 100;110.600000;110.900000;117.300000;103.900000;124.400000;128.600000;128.600000;141.200000;120.100000
Gh. mit sonstigen Maschinen, Ausrüstungen und Zubehör  ;2015 = 100;113.800000;115.600000;112.900000;101.500000;116.600000;119.300000;119.600000;125.100000;98.200000
Sonstiger Großhandel ;2015 = 100;112.900000;111.300000;104.300000;98.100000;108.700000;110.700000;108.100000;96.000000;92.700000
Gh. ohne ausgeprägten Schwerpunkt  ;2015 = 100;110.600000;114.100000;116.300000;110.000000;119.300000;119.700000;119.500000;128.300000;92.300000
;;;;;;;;;;
;;  2018  ;  2019  ;  2020  ;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
;;;;;;;;;;
Einzelhandel (Eh.)3 .......................................................................................................;2015 = 100;111.000000;115.000000;121.000000;118.000000;120.000000;131.000000;133.000000;138.000000;101.000000
darunter:;;;;;;;;;;
Eh. mit Nahrungsmitteln usw.3 ..........................................................................................;2015 = 100;106.000000;108.000000;112.000000;115.000000;112.000000;116.000000;110.000000;126.000000;97.000000
Eh. mit Motorenkraftstoffen (Tankstellen) ..........................................................................................................;2015 = 100;115.000000;118.000000;113.000000;117.000000;117.000000;118.000000;111.000000;113.000000;101.000000
Eh. mit Kommunikations- und Informationstechnik3 .......................................................................................................;2015 = 100;107.000000;109.000000;106.000000;102.000000;104.000000;120.000000;149.000000;133.000000;65.000000
Eh. mit sonstigen Haushaltsgeräten usw.3 ............................................................................................;2015 = 100;103.000000;107.000000;116.000000;114.000000;118.000000;130.000000;137.000000;121.000000;58.000000
Eh. mit Sportausrüstungen, Verlagserzeugnissen  ;;;;;;;;;;
und Spielwaren ;2015 = 100;110.000000;117.000000;123.000000;142.000000;131.000000;120.000000;120.000000;120.000000;61.000000
Einzelhandel (nicht in Verkaufsräumen) ;2015 = 100;128.000000;138.000000;169.000000;153.000000;161.000000;184.000000;218.000000;220.000000;179.000000
nachrichtlich:;;;;;;;;;;
Handel mit Kraftfahrzeugen4 ..........................................................................;2015 = 100;116.000000;123.000000;119.000000;115.000000;132.000000;139.000000;138.000000;129.000000;90.000000
;;;;;;;;;;
;;  2018  ;  2019  ;  2020  ;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
;;;;;;;;;;
