<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Grundzahlen";;;;;;;;;;
;Einheit;4. Vj 18;1. Vj 19;2. Vj 19;3. Vj 19;4. Vj 19;1. Vj 20;2. Vj 20;3. Vj 20;4. Vj 20
;;;;;;;;;;
Finanzen und Steuern;;;;;;;;;;
;;;;;;;;;;
noch: Öffentlicher Gesamthaushalt1;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Schulden2 beim nicht-öffentlichen Bereich3;;;;;;;;;;
Öffentlicher Gesamthaushalt ;Mill. EUR;1914050;1927098;1919165;1930352;1899168;1955379;2109189;2194433;2171817
Bund ;Mill. EUR;1213217;1214241;1211255;1212676;1189121;1220278;1351533;1430206;1403437
Länder ;Mill. EUR;570714;581513;577454;587755;579136;602399;624885;630286;635832
Gemeinden/Gemeindeverbände ;Mill. EUR;129720;131220;130333;129798;130787;132578;132719;133889;132496
Sozialversicherung4 ..................................................................................  ;Mill. EUR;399;124;124;123;124;123;52;52;52
;;;;;;;;;;
in den Ländern und Gemeinden/;;;;;;;;;;
Gemeindeverbänden zusammen;;;;;;;;;;
Baden-Württemberg ;Mill. EUR;51657;51191;51465;52062;52201;52065;53375;56259;57323
Bayern ;Mill. EUR;27344;26436;25994;26018;25646;27976;29893;29032;31505
Brandenburg ;Mill. EUR;17994;18053;17895;17938;18376;18302;19346;19358;20151
Hessen ;Mill. EUR;52940;53302;52426;53842;53700;56199;58040;59103;60009
Mecklenburg-Vorpommern ;Mill. EUR;9321;9366;9407;9544;9245;9310;10044;10201;10048
Niedersachsen ;Mill. EUR;71410;73014;74426;73758;70936;72865;75549;76937;78323
Nordrhein-Westfalen ;Mill. EUR;219945;230442;225089;225575;222681;230490;239329;238482;229715
Rheinland-Pfalz ;Mill. EUR;43025;44374;43490;43084;42869;43126;43341;44439;43907
Saarland ;Mill. EUR;17313;17371;17596;17394;17371;17330;17618;17259;17620
Sachsen ;Mill. EUR;4239;4176;4115;3904;3760;3780;4596;5354;7387
Sachsen-Anhalt ;Mill. EUR;22571;23374;23947;24167;23504;24680;24377;23966;23720
Schleswig-Holstein ;Mill. EUR;35174;35127;34487;34890;35113;34839;35880;36014;36431
Thüringen ;Mill. EUR;17082;17058;16983;17211;16903;17233;18106;18116;17830
Berlin ;Mill. EUR;54404;53911;53923;53962;53959;55222;57175;58040;59723
Bremen ;Mill. EUR;21621;22610;23914;31032;30041;38172;36137;36257;39296
Hamburg ;Mill. EUR;34393;32928;32630;33173;33618;33387;34798;35359;35339
;;;;;;;;;;
Öffentlicher Gesamthaushalt ;EUR je Einw.5;23092;23250;23154;23289;22861;23538;25390;26400;26128
Bund ;EUR je Einw.5;14637;14649;14613;14630;14314;14689;16269;17206;16884
Länder ;EUR je Einw.5;6885;7016;6967;7091;6971;7251;7522;7583;7649
Gemeinden/Gemeindeverbände ;EUR je Einw.5;1690;1710;1698;1691;1701;1724;1726;1740;1722
Sozialversicherung4 ..................................................................................  ;EUR je Einw.5;5;1;1;1;1;1;1;1;1
;;;;;;;;;;
in den Ländern und Gemeinden/;;;;;;;;;;
Gemeindeverbänden zusammen;;;;;;;;;;
Baden-Württemberg ;EUR je Einw.5;4675;4632;4657;4711;4708;4696;4814;5067;5163
Bayern ;EUR je Einw.5;2097;2027;1994;1995;1958;2136;2282;2212;2401
Brandenburg ;EUR je Einw.5;7179;7202;7139;7156;7303;7274;7689;7667;7981
Hessen ;EUR je Einw.5;8470;8528;8388;8614;8557;8955;9248;9398;9542
Mecklenburg-Vorpommern ;EUR je Einw.5;5791;5819;5844;5929;5746;5786;6242;6339;6243
Niedersachsen ;EUR je Einw.5;8950;9151;9328;9244;8877;9118;9454;9622;9795
Nordrhein-Westfalen ;EUR je Einw.5;12278;12864;12565;12592;12420;12855;13348;13299;12810
Rheinland-Pfalz ;EUR je Einw.5;10550;10881;10664;10565;10482;10545;10598;10858;10728
Saarland ;EUR je Einw.5;17449;17507;17734;17530;17577;17536;17827;17525;17891
Sachsen ;EUR je Einw.5;1040;1025;1010;958;923;928;1128;1318;1818
Sachsen-Anhalt ;EUR je Einw.5;10195;10558;10817;10916;10682;11217;11079;10960;10848
Schleswig-Holstein ;EUR je Einw.5;12158;12142;11921;12060;12108;12014;12373;12392;12535
Thüringen ;EUR je Einw.5;7962;7951;7916;8022;7909;8063;8472;8524;8389
Berlin ;EUR je Einw.5;15008;14872;14876;14886;14773;15118;15653;15847;16307
Bremen ;EUR je Einw.5;31769;33221;35138;45596;43972;55873;52894;53356;57827
Hamburg ;EUR je Einw.5;18750;17952;17789;18085;18239;18114;18879;19162;19152
;;;;;;;;;;
;;;;;;;;;;
1 Vorläufige Ergebnisse aus der vierteljährlichen Schuldenstatistik für Kern- und Extrahaushalte. – 2 Wertpapierschulden, Kredite und Kassenkredite. – 3 Der nicht-öffentliche Bereich ;;;;;;;;;;
umfasst Kredite bei Kreditinstituten sowie beim sonstigen inländischen und ausländischen Bereich. – 4 Angaben zum Kernhaushalt geschätzt auf Grundlage des am aktuellsten vorlie- ;;;;;;;;;;
genden Stand der jährlichen Schuldenstatistik. – 5 Berechnet mit den Ergebnissen der Bevölkerungsfortschreibung jeweils zum 30.06. auf Grundlage des Zensus 2011, für das 1. und ;;;;;;;;;;
