<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Grundzahlen";;;;;;;;;;
;Einheit;  2018  ;  2019  ;  2020  ;3. Vj 19;4. Vj 19;1. Vj 20;2. Vj 20;3. Vj 20;4. Vj 20
;;;;;;;;;;
Preise;;;;;;;;;;
Preisindizes für Bauwerke1;;;;;;;;;;
Neubau ;;;;;;;;;;
Wohngebäude ;2015 = 100;109.900000;114.600000;117.900000;115.100000;115.700000;117.200000;117.700000;118.100000;118.600000
Bürogebäude ;2015 = 100;110.200000;115.000000;118.300000;115.400000;116.100000;117.600000;118.100000;118.500000;119.000000
Gewerbliche Betriebsgebäude ;2015 = 100;110.200000;115.100000;118.400000;115.600000;116.200000;117.700000;118.200000;118.600000;119.000000
Straßenbau ;2015 = 100;111.100000;117.900000;120.400000;118.600000;118.900000;120.100000;120.500000;120.500000;120.500000
Brücken im Straßenbau ;2015 = 100;111.300000;116.800000;119.400000;117.400000;117.600000;118.900000;119.300000;119.500000;119.700000
Ortskanäle ;2015 = 100;111.500000;117.700000;120.400000;118.400000;118.800000;120.000000;120.300000;120.600000;120.600000
Instandhaltung von Wohngebäuden ;;;;;;;;;;
ohne Schönheitsreparaturen ;2015 = 100;109.800000;114.400000;118.400000;114.900000;115.600000;117.500000;118.100000;118.600000;119.200000
Schönheitsreparaturen in einer Wohnung ;2015 = 100;109.100000;113.300000;116.600000;113.700000;114.600000;115.800000;116.500000;116.900000;117.200000
;;;;;;;;;;
;;  2018  ;  2019  ;  2020  ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Feb. 21 
;;;;;;;;;;
Index der Großhandelsverkaufspreise1 ................................................................................  ;2015 = 100;104.800000;104.700000;102.600000;102.100000;101.900000;102.000000;102.600000;104.800000;106.300000
darunter Großhandel mit:  ;;;;;;;;;;
;;;;;;;;;;
landwirtschaftlichen Grundstoffen und lebenden Tieren ;2015 = 100;105.200000;109.300000;107.500000;104.800000;103.100000;105.100000;105.200000;108.300000;113.000000
;;;;;;;;;;
Nahrungs- und Genussmitteln, Getränken und Tabakwaren ;2015 = 100;105.500000;106.900000;108.200000;108.400000;107.800000;107.600000;107.200000;107.600000;107.600000
Gebrauchs- und Verbrauchsgütern ;2015 = 100;102.100000;102.700000;103.100000;103.100000;103.100000;103.100000;103.400000;103.700000;104.100000
;;;;;;;;;;
Geräten der Informations- und Kommunikationstechnik ;2015 = 100;96.600000;92.300000;88.300000;87.300000;86.800000;86.300000;86.300000;85.900000;85.900000
;;;;;;;;;;
sonstigen Maschinen, Ausrüstungen und Zubehör ;2015 = 100;103.300000;104.700000;105.800000;105.800000;105.700000;105.800000;105.900000;106.400000;106.700000
