<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Grundzahlen";;;;;;;;;;
;Einheit;  2017  ;  2018  ;  2019  ;3. Vj 19;4. Vj 19;1. Vj 20;2. Vj 20;3. Vj 20;4. Vj 20
;;;;;;;;;;
Produzierendes Gewerbe;;;;;;;;;;
Produktion ausgewählter Erzeugnisse1, 2 ;;;;;;;;;;
Rohöl ;1 000 t;2102.408;1916.564;1767;443.604;440.244;429.055;422.195;470.989;457.807
Bausand ;1 000 t;72279;73810;71573;20584.609;17417.835;14800.389;20523.354;20743.433;18517.819
Baukies ;1 000 t;76489;75604;72489;21334.371;18191.185;14133.319;20962.628;20306.35;18264.654
Steinsalz ;1 000 t;6793.883;7185.794;7374;2074.214;1582.131;1315.457;1128.429;1411.661;1386.992
Schweineschinken ;t;516893;517148;504159;125832.808;122534.85;123485.165;96575.139;79684.827;99955.996
Räucherlachs ;t;15576.851;15860.409;10229;2448.598;2849.104;2196.032;1715.41;1644.13;1839.599
Sauermilch, Sauerrahm, Joghurt u.a. ferment. Erz., ;;;;;;;;;;
flüssig, mit Geschmackszusätzen oder mit Früchten, ;;;;;;;;;;
Nüssen oder Kakao ;t;1540065;1507895;1441680;343417;324775;358031;340414;337651;337159
Speiseeis, auch kakaohaltig ;1 000 l;517491.081;493946;634748;166372.127;90268.676;183302.63;199802.887;165932.723;91889.481
Röstkaffee, koffeinfrei ;t;18681.55;16451.732;15817;3851.222;3811.526;3673.88;3956.052;3872.387;4190.631
Bier aus Malz (ohne Mischungen von Limonade und ;;;;;;;;;;
Bier, ohne alkoholfreies Bier) ;1 000 hl;81498;82952;80405;21993.676;18166.73;17315.095;18942.456;21661.165;16862.581
Natürliches Mineralwasser ;1 000 hl;137439;143918;136772;38358.52312;29366.91386;34161.671;32020.584;36855.855;29157.585
Zigaretten ;Mill. St.;149606.942;127284.079;100356;24953.929;19850.398;15353.372;13869.384;14971.458;13049.471
Bettwäsche aus Baumwolle ;1 000 St.;23886;14171;12789;3186.621;3115.189;2900.956;2753.159;3005.735;3250.149
Kopfkissen mit Federn oder Daunen gefüllt ;1 000 St.;5111;4326;4605;1157.109;1486.96;982.547;998.005;1608.604;1676.904
Büstenhalter, aus Gewirken oder Gestricken ;1 000 St.;.;.;970;229.647;.;129.444;95.687;158.692;204.845
Fenster und Fenstertüren aus Holz ;St.;1658642;1728513;1721826;446410;505613;362602;435439;464502;570409
Fenster, Rahmen, Verkleidungen u. Ä. aus Kunststoff ;St.;11142707;11317270;11387065;3094599;3013661;2558100;2879545;3188291;3380513
Türblätter ;St.;7169215;7346512;7550697;1873637;1853369;2008458;1892656;1919032;1983617
Türzargen, Türverkleidungen (auch Türschwellen) ;;;;;;;;;;
aus Holz;St.;5312286;5770982;5934722;1455874;1449874;1581850;1503817;1516128;1589798
Treppen aus Holz ;St.;97042;100666;96561;24516;24658;25822;24970;26848;27617
Flachpaletten aus Holz ;1 000 St.;101764;101756;101326;26213.742;24465.083;27125.221;23894.273;24796.573;24865.628
Boxpaletten u.a. Ladungsträger aus Holz ;1 000 St.;8740;9164.796;9252;2365.007;2163.878;2583.282;2127.803;2446.934;2521.198
Zeitungsdruckpapier ;t;2049007;1891482;1733744;453051;429396;419088;305990;343479;401033
"Vervielfältigung von ""Compact Discs"" ";1 000 EUR;91767.369;80636.879;75579;20287.498;23916.304;15355.869;11075.837;16340.795;20235.451
Motorenbenzin (einschl. Flugbenzin) ;t;19957547;19623522;19487361;5089383;5082913;5679961;4979369;5511777;5585855
Dieselkraftstoff ;t;31738781;31566975;29776327;7728724;7624693;7692648;6761479;8023364;6972318
Chlor ;t;2467120;2363420;2228307;593660;535240;572336;483567;497870;577118
Ethylen ;t;2835980;2537211;2283538;521491;622501;653821;557208;659872;699070
Propylen ;t;2937253;2670841;2569032;640443;655321;680595;646820;674192;650813
Sonnenschutzmittel ;1 000 EUR;134906;149921.551;163861;16055.542;26188.606;66997.281;46180.444;28493.397;26479.703
Zahnputzmittel ;1 000 EUR;178793;163127;164529;42245.982;39771.804;49166.988;43864.275;41434.198;42359.192
Luftreifen aus Kautschuk für Pkw, neu ;1 000 St.;56999.323;52013.635;49387;12052.552;11171.483;11548.314;4713.578;9965.635;10044.413
Mehrschichten Isolierverglasung ;1 000 m2;21429;20547;20240;5428.499;4995.423;4729.116;5048.924;5445.453;5240.662
Gipskartonplatten ;1 000 m2;231455.359;232762.848;233600;57670.807;55520.365;64122.815;58256.996;57432.116;57191.577
Transportbeton ;1 000 m3;39711;40841;41431;12001.615;10448.232;8338.12;11664.758;12040.335;10796.333
Rohre und Hohlprofile, aus Gusseisen ;t;155334;162210;139053;34023;20470;24271;21022;23087;19612
Rohre und Hohlprofile, nahtlos aus nichtrostendem ;;;;;;;;;;
Stahl ;t;57675;62720;88441;20788;18272;13210;8467;10345;10941
Präzisionsrohre und Hohlprofile aus anderem als ;;;;;;;;;;
nichtrostendem Stahl ;t;232810;240583;240651;59979;48640;49838;34129;42546;47462
Primäraluminium ;t;369319;391225;342651;84387;80065;84453;69816;79537;87690
Sekundäraluminium ;t;1248134;1263478;1175236;289582;269036;304245;184653;243093;271694
Garagentore ;St.;307238;310971;301634;78017;71889;69938;51891;75805;80810
Zentralheizungskessel (ohne Dampfkessel) ;;;;;;;;;;
mit Gasbeheizung ;St.;.;589989;612283;157536;146734;147562;124944;173161;179313
Zentralheizungskessel (ohne Dampfkessel) ;;;;;;;;;;
mit Ölbeheizung ;St.;68002;63348;49050;15759;11089;8727;9168;15047;14089
Zentralheizungskessel (ohne Dampfkessel);;;;;;;;;;
Heizungsboiler und Druckwasserkessel ;St.;305541;300888;302624;86643;71848;71054;79192;95564;84358
Aerosoldosen aus Aluminium ;1 000 St.;792686.143;744706.377;647744;152283.256;153775.362;186688.29;158619.313;148008.091;138775.15
Brenner für flüssige Brennstoffe ;St.;82132;76732;61884;14160;17561;15386;11252;11094;16080
Kreissägemaschinen für die Holzbearbeitung ;St.;12424;13239;12237;2748;2996;3195;2844;3405;3380
Hydraulische Bagger auf Rädern ;St.;5420;6666;7288;1792;1634;1450;1091;1328;1349
Spritzgießmaschinen für Kautschuk u. Kunststoffe ;St.;7967;8444;7296;1645;1647;1212;1186;1232;1593
Ventilatoren mit eingebautem Elektromotor (≤ 125 W) ;St.;3744310;4038411;3729624;967807;784114;975733;776512;865418;853185
Elektrische Einbau - Backöfen ;St.;2085104;1876941;1725090;431895;441918;446736;319289;490287;537349
Drucker ;St.;58314;59854;59519;13332;16272;15023;12645;13288;13961
Motorschaltschränke und Energieverteiler ;St.;1047291;1164061;1091395;264517;259152;264100;242022;241022;244335
Dauermagnete aus Metall ;kg;9660947;9770933;8962975;2180566;1981046;1805258;1122816;1523656;1569219
Basisstationen ;St.;225771;237320;275661;82491;54929;48.856;59.718;62.066;70.313
Fernsprechapparate, Videophone  ;1 000 St.;1233.645;1024.74;835;186.057;211.487;240.794;218.881;157.27;162.306
Plattenspieler, Schallplatten - Musikautomaten u.ä. ;St.;.;.;5110;.;1466;.;.;.;1182
Schwerhörigengeräte ;St.;242836;246359;246776;57797;62367;53997;45046;79714;71856
Ferngläser ;St.;67388;56993;29708;7888;8161;.;.;6435;6928
Personenkraftwagen ;1 000 St.;5468.104;4925.325;4514;1045.635;1060.8;980.046;447.48;814.46;1030.476
Wohnanhänger mit einem Gewicht von mehr als ;;;;;;;;;;
1 600 kg bis 3 500 kg  ;St.;16701;17045;15980;3003;3787;3819;1998;2515;4138
Zweiräder u.a. Fahrräder (einschl. ;;;;;;;;;;
Lastendreiräder) ohne Motor ;St.;676874;883489;1519387;332459;330165;345608;309081;308203;349108
Zahnbürsten ;1 000 St.;394128.106;342681.758;328950;84197.085;78206.026;88695.653;68957.272;79206.068;70607.511
Kinderwagen ;St.;94612;80540;72987;14811;16176;23835;25552;20971;13044
;;;;;;;;;;

1 Betriebe von Unternehmen mit im Allgemeinen 20 und mehr Beschäftigten. – 2 Ab 2019 neue Zuordnung der GP-Nummern.;;;;;;;;;;
