<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Veränderungen in %";;;;;;;;;;
;Vergleich;;;;;;;;;
;4. Vj 19;1. Vj 20;2. Vj 20;3. Vj 20;4. Vj 20;4. Vj 19;1. Vj 20;2. Vj 20;3. Vj 20;4. Vj 20
;gegenüber Vorjahresquartal;;;;;gegenüber Vorquartal;;;;
;;;;;;;;;;
Finanzen und Steuern;;;;;;;;;;
;;;;;;;;;;
noch: Öffentlicher Gesamthaushalt1;;;;;;;;;;
;;;;;;;;;;
Wertpapierschulden und Kredite beim ;;;;;;;;;;
nicht-öffentlichen Bereich2;;;;;;;;;;
Öffentlicher Gesamthaushalt ;-0.615122;0.347618;7.49367;12.238404;13.135708;-1.260401;1.891446;6.559437;4.693683;-0.471014
Bund ;-1.279831;0.146823;8.806317;15.824055;16.205837;-1.484007;1.820633;8.382418;6.536248;-1.159277
Länder ;9.9398275911000006E-2;0.655005;5.594213;6.293021;8.453609;-1.50108;2.584809;3.79571;1.346982;0.50108
Gemeinden/Gemeindeverbände ;3.821446;1.0179;2.422196;2.99803;3.224652;3.00119;-1.243634;0.542657;0.70968;3.227819
Sozialversicherung3 ..................................................................................  ;-69.172932;-0.806452;-58.064516;-57.723577;-57.723577;0;0;-57.723577;0;0
;;;;;;;;;;
in den Ländern und Gemeinden/;;;;;;;;;;
Gemeindeverbänden zusammen;;;;;;;;;;
Baden-Württemberg ;0.839123;1.132922;3.262;7.653249;9.697333;0.145352;-0.495414;2.384379;5.516298;2.046878
Bayern ;-6.59292;5.008938;12.595123;11.304483;23.614401;-1.592728;8.992579;5.034408;-1.2;9.2908
Brandenburg ;3.563111;2.062392;9.004299;8.205898;8.528221;2.648739;-0.680234;6.209317;-6.9281603070000003E-2;2.954509
Hessen ;2.643002;5.973172;11.209073;8.448178;11.081665;0.443647;4.238323;3.256401;0.312576;2.882757
Mecklenburg-Vorpommern ;-0.549143;-0.689655;7.749777;7.892426;9.995492;-2.59056;0.608519;8.232527;1.717893;-0.69183
Niedersachsen ;-0.439308;-2.384166;-0.87326;3.287171;10.402457;-3.282987;0.13122;3.476382;3.070114;3.379692
Nordrhein-Westfalen ;2.64875;0.368239;6.805421;6.774062;4.402246;-0.921739;3.377238;3.988014;0.248799;-3.122605
Rheinland-Pfalz ;-1.750465;-7.090885;-3.883127;-0.356516;1.96804;5.2106186924E-2;-3.749692;1.082159;2.363713;2.386195
Saarland ;2.080179;-1.010035;4.40491;1.638815;4.023989;5.1616233305000002E-2;-2.037789;4.693569;-0.949447;2.399543
Sachsen ;-11.076255;-16.156671;3.344148;32.471643;78.751696;-2.796096;-7.055631;20.905109;21.275054;31.162883
