<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Bevölkerungsstand und Bevölkerungsbewegung";;;;;;;;;;
;Einheit;  2017  ;  2018  ;  2019  ;2. Vj 20;3. Vj 20;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 
Neue Länder*;;;;;;;;;;
Absolute Zahlen ;;;;;;;;;;
;;;;;;;;;;
Natürliche Bevölkerungsbewegung1, 2;;;;;;;;;;
Eheschließungen ;Anzahl;64533;70076;63148;14928;22797;8522;7017;5789;2452
Ehescheidungen3 ...........................................................................................................;Anzahl;21446;20225;20555;-;-;-;-;-;-
Lebendgeborene ;Anzahl;106220;103650;99715;24234;26447;8630;8846;8052;7508
dar.: Ausländer/-innen ;Anzahl;8349;9046;8871;2314;2321;777;759;677;738
Nichtehelich Lebendgeborene4 ...........................................................................................................;Anzahl;62233;59323;55697;13311;14584;4752;4947;4478;4308
Gestorbene5 ...........................................................................................................;Anzahl;169359;174231;170170;41367;41106;13895;13605;14541;16344
dar.: Ausländer/-innen ;Anzahl;1046;1125;1146;311;283;100;91;107;118
Gestorbene im 1. Lebensjahr ;Anzahl;302;265;252;58;69;25;22;21;15
Totgeborene ;Anzahl;447;452;471;129;99;41;27;37;31
Überschuss der Geborenen (+) ;;;;;;;;;;
bzw. Gestorbenen (-) ;Anzahl;-63139;-70581;-70455;-17133;-14659;-5265;-4759;-6489;-8836
Deutsche ;Anzahl;-70442;-78502;-78180;-19136;-16697;-5942;-5427;-7059;-9456
Ausländer/-innen ;Anzahl;7303;7921;7725;2003;2038;677;668;570;620
Verhältniszahlen;;;;;;;;;;
Bevölkerungsstand6, 7;;  2017  ;  2018  ;  2019  ;2. Vj 20;3. Vj 20;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 
dar.: Ausländer/-innen ;% der Bevölkerung;4.510112;4.800000;5.000000;5.100000;5.200000;5.100000;5.200000;5.200000;5.200000
Wanderungen1, 7, 8;;;;;;;;;;
Zuzüge;;;;;;;;;;
dar.: Ausländer/-innen ;% aller Zuzüge;87.656628;83.800000;83.033450;74.407559;81.846800;80.908423;84.482491;84.841338;82.200000
Fortzüge;;;;;;;;;;
dar.: Ausländer/-innen ;% aller Fortzüge;73.299073;73.500000;74.193961;71.635349;71.443105;71.478008;72.325405;71.955764;73.200000
;;;;;;;;;;
;;;;;;;;;;
Natürliche Bevölkerungsbewegung1;;  2017  ;  2018  ;  2019  ;2. Vj 20;3. Vj 20;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 
Eheschließungen ;je 1 000 Einwohner/-innen;5.100000;5.600000;5.000000;4.800000;7.200000;8.000000;6.800000;5.500000;2.400000
Ehescheidungen3 ...........................................................................................................;je 10 000 Einwohner/-innen;17.100000;16.100000;16.400000;-;-;-;-;-;-
Lebendgeborene ;je 1 000 Einwohner/-innen;8.500000;8.300000;8.000000;7.800000;8.400000;8.100000;8.600000;7.600000;7.300000
dar.: Ausländer/-innen ;% aller Lebendgeb.;7.900000;8.700000;8.900000;9.500000;8.800000;9.000000;8.600000;8.400000;9.800000
Zusammengefasste ;;;;;;;;;;
Geburtenziffer9 ...........................................................................................................; ;1614;1598;1562;-;-;-;-;-;-
Nichtehelich Lebendgeborene4 ...........................................................................................................;% aller Lebendgeb.;58.572316;57.200000;55.900000;54.900000;55.100000;55.100000;55.900000;55.600000;57.400000
Gestorbene5 ...........................................................................................................;je 1 000 Einwohner/-innen;13.500000;13.900000;13.600000;13.300000;13.100000;13.100000;13.300000;13.700000;15.900000
Gestorbene im 1. Lebensjahr ;% aller Lebendgeb.;0.300000;0.300000;0.300000;0.200000;0.300000;0.300000;0.200000;0.300000;0.200000
Veränderungen gegenüber dem entsprechenden Zeitraum des Vorjahres in %;;;;;;;;;;
;;  2017  ;  2018  ;  2019  ;2. Vj 20;3. Vj 20;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 
Bevölkerungsstand6, 7 ...........................................................................................................;%;-8.5299946707000002E-2;-0.157135;-0.167317;-0.199442;-0.167558;-0.175537;-0.175523;-0.175467;-0.19941
dar.: Ausländer/-innen ;%;8.473256;6.357647;4.643449;3.409091;3.697749;3.721683;3.697749;3.338633;3.328051
Wanderungen1, 7, 8;;;;;;;;;;
Zuzüge ;%;-17.455008;7.628417;0.974613;-43.82504;-12.642625;-2.056329;-17.752007;-14.547453;-12.873956
dar.: Ausländer/-innen ;%;-21.065289;2.899782;4.4453970294999999E-2;-49.416048;-14.211288;-3.685695;-19.951553;-17.516676;-13.887388
Fortzüge ;%;-12.916698;9.369399;2.25872;-31.98611;-22.263554;-22.138201;-18.283483;-13.063016;-18.425636
dar.: Ausländer/-innen ;%;-13.70927;9.665839;3.227375;-34.758641;-23.49191;-22.519361;-18.52441;-14.363376;-18.566002
;;;;;;;;;;
;;;;;;;;;;
Natürliche Bevölkerungsbewegung1, 2, 10;;  2017  ;  2018  ;  2019  ;2. Vj 20;3. Vj 20;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 
Eheschließungen ;%;-0.422794;8.589404;-9.886409;-;-;-;-;-;-
Ehescheidungen ;%;-4.21189;-5.693369;1.631644;-;-;-;-;-;-
Lebendgeborene ;%;-2.445745;-2.419507;-3.79643;-;-;-;-;-;-
Gestorbene5 ...........................................................................................................;%;-1.288721;8.348305;-1.934557;-;-;-;-;-;-
;;;;;;;;;;
;;;;;;;;;;
1 Monats-, Viertel- und Jahreszahlen 2019 sowie Monatszahlen 2020 vorläufig. – 2 Daten zu den Geburten und Sterbefällen 2017 und 2019 ohne Angaben zum unbestimmten Geschlecht. – ;;;;;;;;;;
3 2019: Einschließlich Scheidungen gleichgeschlechtlicher Ehen. – 4 Kinder nicht miteinander verheirateter Eltern. – 5 Ohne Totgeborene. – 6 Ergebnisse auf Grundlage des Zensus 2011. – ;;;;;;;;;;
7 Die Ergebnisse ab Berichtsjahr 2016 sind aufgrund methodischer Änderungen und technischer Weiterentwicklungen nur bedingt mit den Vorjahren vergleichbar. Die Genauigkeit der Ergeb- ;;;;;;;;;;
nisse des Berichtsjahres 2016 ist aufgrund von Unstimmigkeiten u. a. in Zusammenhang mit der melderechtlichen Behandlung von Schutzsuchenden eingeschränkt. Ausführliche Erläuterun- ;;;;;;;;;;
gen dazu finden Sie auf der Internetseite der Wanderungen <https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Wanderungen/_inhalt.html#sprg250326>. – 8 Einschließ- ;;;;;;;;;;
"lich Herkunfts-/Zielgebiet ""ungeklärt"" und ""ohne Angabe"". – 9 Summe der altersspezifischen Geburtenziffern. Sie gibt an, wie viele Kinder 1 000 Frauen im Laufe ihres Lebens zur Welt bringen ";;;;;;;;;;
würden, wenn die gegenwärtigen Geburtenverhältnisse konstant blieben. – 10 Aufgrund eines neuen Auswertungssystems ist ab 2016 kein Vergleich zum Vorjahreszeitraum möglich.;;;;;;;;;;

* Ergebnisse ohne Berlin-Ost.;;;;;;;;;;
