<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Veränderungen in %";;;;;;;;;;
;Vergleich;;;;;;;;;
;4. Vj 19;1. Vj 20;2. Vj 20;3. Vj 20;4. Vj 20;4. Vj 19;1. Vj 20;2. Vj 20;3. Vj 20;4. Vj 20
;gegenüber Vorjahresquartal;;;;;gegenüber Vorquartal;;;;
;;;;;;;;;;
Finanzen und Steuern;;;;;;;;;;
;;;;;;;;;;
noch: Öffentlicher Gesamthaushalt1;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Schulden2 beim nicht-öffentlichen Bereich3;;;;;;;;;;
Öffentlicher Gesamthaushalt ;-0.777514;1.467543;9.901389;13.680458;14.356234;-1.615457;2.95977;7.865994;4.041553;-1.030608
Bund ;-1.986124;0.497183;11.581211;17.938015;18.023061;-1.942398;2.620171;10.756156;5.82102;-1.871688
Länder ;1.475695;3.591665;8.213814;7.236178;9.789756;-1.466427;4.016846;3.732742;0.864319;0.879918
Gemeinden/Gemeindeverbände ;0.822541;1.034903;1.830695;3.151821;1.306705;0.761953;1.369402;0.106352;0.881562;-1.040414
Sozialversicherung4 ..................................................................................  ;-68.922306;-0.806452;-58.064516;-57.723577;-58.064516;0.813008;-0.806452;-57.723577;0;0
;;;;;;;;;;
in den Ländern und Gemeinden/;;;;;;;;;;
Gemeindeverbänden zusammen;;;;;;;;;;
Baden-Württemberg ;1.0531;1.707331;3.71126;8.061542;9.812073;0.266989;-0.260531;2.516086;5.403279;1.891253
Bayern ;-6.209772;5.82539;14.999615;11.584288;22.845668;-1.429779;9.085237;6.852302;-2.880273;8.518187
Brandenburg ;2.12293;1.379272;8.10841;7.916156;9.659338;2.441744;-0.402699;5.704295;6.2028326268999998E-2;4.096498
Hessen ;1.435587;5.435068;10.708427;9.771182;11.748603;-0.263735;4.653631;3.275859;1.831496;1.532917
Mecklenburg-Vorpommern ;-0.815363;-0.597907;6.771553;6.883906;8.685776;-3.132858;0.703083;7.883996;1.563122;-1.499853
Niedersachsen ;-0.663773;-0.20407;1.508881;4.310041;10.413612;-3.826026;2.719353;3.683524;1.837218;1.801474
Nordrhein-Westfalen ;1.243947;2.0829536281999999E-2;6.326386;5.721822;3.158779;-1.282944;3.50681;3.834874;-0.353906;-3.676168
Rheinland-Pfalz ;-0.36258;-2.812458;-0.342607;3.145019;2.42133;-0.499025;0.599501;0.498539;2.533398;-1.197147
Saarland ;0.335008;-0.236026;0.125028;-0.77613;1.433424;-0.13223;-0.236026;1.661858;-2.037689;2.091662
Sachsen ;-11.299835;-9.482759;11.688943;37.141393;96.462766;-3.688525;0.531915;21.587302;16.492602;37.97161
