<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Grundzahlen";;;;;;;;;;
;Einheit;  2018  ;  2019  ;  2020  ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Feb. 21 ;März 21 
Arbeitsmarkt;;;;;;;;;;
Arbeitsmarktstatistik der ;;;;;;;;;;
Bundesagentur für Arbeit1;;;;;;;;;;
Deutschland ;;;;;;;;;;
Arbeitslose insgesamt ;Anzahl;2340082;2266720;2695444;2759780;2699133;2707242;2900663;2904413;2827449
darunter:;;;;;;;;;;
Jüngere unter 25 Jahren ;Anzahl;210342;205384;257361;261002;240622;236401;250943;263236;254063
Ausländer/-innen ;Anzahl;625583;636014;795692;817974;798143;795047;848670;856909;844803
Männer2 ………………………………………………………………………………………………….;Anzahl;1292123;1262887;1520596;1543552;1511017;1522623;1645615;1652121;1597806
Frauen2 ………………………………………………………………………………………………………..;Anzahl;1047957;1003830;1174838;1216216;1188101;1184609;1255034;1252278;1229633
Arbeitslosenquote insgesamt3 ....................................................................................................................................;%;5.200000;5.000000;5.900000;6.000000;5.900000;5.900000;6.300000;6.300000;6.200000
Männer ;%;5.400000;5.200000;6.300000;6.300000;6.200000;6.300000;6.800000;6.800000;6.600000
Frauen ;%;5.000000;4.700000;5.500000;5.700000;5.500000;5.500000;5.800000;5.800000;5.700000
Jüngere unter 25 Jahren;%;4.600000;4.400000;5.500000;5.500000;5.100000;5.000000;5.300000;5.600000;5.400000
Ausländer/-innen;%;12.900000;12.300000;14.400000;14.600000;14.200000;14.100000;15.100000;15.200000;15.000000
Gemeldete Arbeitsstellen4, 5 …………………………………………………………………………………………………….. ;Anzahl;796427;774345;613445;602316;600504;581233;566329;582930;609152
;;;;;;;;;;
Früheres Bundesgebiet ohne Berlin;;;;;;;;;;
Arbeitslose insgesamt ;Anzahl;1758627;1723059;2075003;2134514;2082262;2081989;2228400;2228508;2165987
darunter:;;;;;;;;;;
Jüngere unter 25 Jahren ;Anzahl;164451;160682;202283;204708;187213;183373;195081;204653;196149
Ausländer/-innen ;Anzahl;530926;538682;672294;690021;672211;669647;716559;722633;710789
Männer2 ………………………………………………………………………………………………….;Anzahl;965155;955314;1166970;1189732;1160724;1165749;1259456;1263007;1218687
Frauen2 ………………………………………………………………………………………………………..;Anzahl;793471;767742;908025;944775;921527;916234;968936;965493;947293
Arbeitslosenquote insgesamt3 ....................................................................................................................................;%;4.800000;4.700000;5.600000;5.700000;5.600000;5.600000;6.000000;6.000000;5.800000
Männer ;%;5.000000;4.900000;5.900000;6.000000;5.800000;5.900000;6.300000;6.400000;6.100000
Frauen ;%;4.600000;4.400000;5.200000;5.400000;5.300000;5.200000;5.500000;5.500000;5.400000
Jüngere unter 25 Jahren;%;4.100000;4.000000;5.000000;5.100000;4.600000;4.500000;4.800000;5.100000;4.800000
Ausländer/-innen;%;12.300000;11.700000;13.800000;13.900000;13.600000;13.500000;14.500000;14.600000;14.400000
Gemeldete Arbeitsstellen4 …………………………………………………………………………………………………….. ;Anzahl;645019;622196;482428;473931;472306;459766;446357;460003;481748
;;;;;;;;;;
Neue Länder und Berlin ;;;;;;;;;;
Arbeitslose insgesamt ;Anzahl;581455;543661;620441;625266;616871;625253;672263;675905;661462
darunter:;;;;;;;;;;
Jüngere unter 25 Jahren ;Anzahl;45891;44702;55078;56294;53409;53028;55862;58583;57914
Ausländer/-innen ;Anzahl;94657;97332;123397;127953;125932;125400;132111;134276;134014
Männer2 ………………………………………………………………………………………………….;Anzahl;326968;307573;353625;353820;350293;356874;386159;389114;379119
Frauen2 ………………………………………………………………………………………………………..;Anzahl;254486;236088;266813;271441;266574;268375;286098;286785;282340
Arbeitslosenquote insgesamt3 ....................................................................................................................................;%;6.900000;6.400000;7.300000;7.400000;7.300000;7.300000;7.900000;7.900000;7.800000
Männer ;%;7.300000;6.900000;7.900000;7.900000;7.800000;7.900000;8.600000;8.700000;8.400000
Frauen ;%;6.400000;5.900000;6.600000;6.800000;6.600000;6.700000;7.100000;7.100000;7.000000
Jüngere unter 25 Jahren;%;7.700000;7.200000;8.400000;8.500000;8.000000;8.000000;8.400000;8.800000;8.700000
